typeName;typeName;quantity;damagePerJob
50mm Reinforced Steel Plates II;50mm Reinforced Steel Plates I;1;1
50mm Reinforced Steel Plates II;Mexallon;172;1
50mm Reinforced Steel Plates II;Morphite;1;1
50mm Reinforced Steel Plates II;Nocxium;2;1
50mm Reinforced Steel Plates II;Pyerite;100;1
50mm Reinforced Steel Plates II;R.A.M.- Armor/Hull Tech;1;0.1
50mm Reinforced Steel Plates II;Tritanium;1794;1
50mm Reinforced Steel Plates II;Tungsten Carbide Armor Plate;4;1
650mm Artillery Cannon I;Isogen;13;1
650mm Artillery Cannon I;Mexallon;2544;1
650mm Artillery Cannon I;Nocxium;1;1
650mm Artillery Cannon I;Pyerite;2507;1
650mm Artillery Cannon I;Tritanium;8180;1
650mm Artillery Cannon II;650mm Artillery Cannon I;1;1
650mm Artillery Cannon II;Isogen;16;1
650mm Artillery Cannon II;Mexallon;3006;1
650mm Artillery Cannon II;Morphite;9;1
650mm Artillery Cannon II;Nocxium;2;1
650mm Artillery Cannon II;Pyerite;2960;1
650mm Artillery Cannon II;R.A.M.- Weapon Tech;1;0.44
650mm Artillery Cannon II;Robotics;3;1
650mm Artillery Cannon II;Thermonuclear Trigger Unit;11;1
650mm Artillery Cannon II;Tritanium;9560;1
650mm Medium 'Jolt' Artillery I;Angel Standard Trigger Mechanism;1;1
650mm Medium 'Jolt' Artillery I;Circuitry Schematics;2;1
650mm Medium 'Jolt' Artillery I;Construction Alloy;6;1
650mm Medium 'Jolt' Artillery I;Electric Conduit;1;1
650mm Medium 'Jolt' Artillery I;Isogen;13;1
650mm Medium 'Jolt' Artillery I;Mexallon;2544;1
650mm Medium 'Jolt' Artillery I;Nocxium;1;1
650mm Medium 'Jolt' Artillery I;Operation Handbook;1;1
650mm Medium 'Jolt' Artillery I;Pyerite;2507;1
650mm Medium 'Jolt' Artillery I;Tritanium;8180;1
6x2500mm Heavy Gallium Repeating Cannon;6x2500mm Repeating Artillery I;1;1
6x2500mm Heavy Gallium Repeating Cannon;Isogen;30366;1
6x2500mm Heavy Gallium Repeating Cannon;Megacyte;576;1
6x2500mm Heavy Gallium Repeating Cannon;Mexallon;224991;1
6x2500mm Heavy Gallium Repeating Cannon;Nocxium;8490;1
6x2500mm Heavy Gallium Repeating Cannon;Pyerite;561921;1
6x2500mm Heavy Gallium Repeating Cannon;Recursive Computing Module;10;1
6x2500mm Heavy Gallium Repeating Cannon;Sterile Conduits;20;1
6x2500mm Heavy Gallium Repeating Cannon;Tritanium;2343351;1
6x2500mm Heavy Gallium Repeating Cannon;Wetware Mainframe;5;1
6x2500mm Heavy Gallium Repeating Cannon;Zydrine;1641;1
6x2500mm Repeating Artillery I;Isogen;30366;1
6x2500mm Repeating Artillery I;Megacyte;576;1
6x2500mm Repeating Artillery I;Mexallon;224991;1
6x2500mm Repeating Artillery I;Nocxium;8490;1
6x2500mm Repeating Artillery I;Pyerite;561921;1
6x2500mm Repeating Artillery I;Tritanium;2343351;1
6x2500mm Repeating Artillery I;Zydrine;1641;1
720mm Howitzer Artillery I;Isogen;2;1
720mm Howitzer Artillery I;Mexallon;3239;1
720mm Howitzer Artillery I;Nocxium;16;1
720mm Howitzer Artillery I;Pyerite;2683;1
720mm Howitzer Artillery I;Tritanium;8220;1
720mm Howitzer Artillery II;720mm Howitzer Artillery I;1;1
720mm Howitzer Artillery II;Isogen;3;1
720mm Howitzer Artillery II;Mexallon;4156;1
720mm Howitzer Artillery II;Morphite;10;1
720mm Howitzer Artillery II;Nocxium;20;1
720mm Howitzer Artillery II;Pyerite;3456;1
720mm Howitzer Artillery II;R.A.M.- Weapon Tech;1;0.48
720mm Howitzer Artillery II;Robotics;3;1
720mm Howitzer Artillery II;Thermonuclear Trigger Unit;12;1
720mm Howitzer Artillery II;Tritanium;9256;1
720mm 'Jolt' Artillery I;Angel Standard Trigger Mechanism;1;1
720mm 'Jolt' Artillery I;Circuitry Schematics;2;1
720mm 'Jolt' Artillery I;Construction Alloy;12;1
720mm 'Jolt' Artillery I;Electric Conduit;1;1
720mm 'Jolt' Artillery I;Isogen;2;1
720mm 'Jolt' Artillery I;Mexallon;3239;1
720mm 'Jolt' Artillery I;Nocxium;16;1
720mm 'Jolt' Artillery I;Operation Handbook;1;1
720mm 'Jolt' Artillery I;Pyerite;2683;1
720mm 'Jolt' Artillery I;Tritanium;8220;1
75mm Gatling Rail I;Pyerite;198;1
75mm Gatling Rail I;Tritanium;208;1
75mm Gatling Rail II;75mm Gatling Rail I;1;1
75mm Gatling Rail II;Morphite;1;1
75mm Gatling Rail II;Pyerite;220;1
75mm Gatling Rail II;R.A.M.- Weapon Tech;1;0.12
75mm Gatling Rail II;Robotics;1;1
75mm Gatling Rail II;Superconductor Rails;3;1
75mm Gatling Rail II;Tritanium;250;1
800mm Heavy 'Jolt' Repeating Artillery I;Advanced Theories;2;1
800mm Heavy 'Jolt' Repeating Artillery I;Angel Advanced Trigger Mechanism;1;1
800mm Heavy 'Jolt' Repeating Artillery I;Circuitry Schematics;1;1
800mm Heavy 'Jolt' Repeating Artillery I;Construction Alloy;12;1
800mm Heavy 'Jolt' Repeating Artillery I;Energy Cells;1;1
800mm Heavy 'Jolt' Repeating Artillery I;Isogen;1756;1
800mm Heavy 'Jolt' Repeating Artillery I;Megacyte;12;1
800mm Heavy 'Jolt' Repeating Artillery I;Mexallon;6477;1
800mm Heavy 'Jolt' Repeating Artillery I;Nocxium;211;1
800mm Heavy 'Jolt' Repeating Artillery I;Operation Handbook;1;1
800mm Heavy 'Jolt' Repeating Artillery I;Pyerite;16055;1
800mm Heavy 'Jolt' Repeating Artillery I;Tritanium;61476;1
800mm Heavy 'Jolt' Repeating Artillery I;Zydrine;5;1
800mm Reinforced Steel Plates I;Isogen;208;1
800mm Reinforced Steel Plates I;Megacyte;3;1
800mm Reinforced Steel Plates I;Mexallon;7524;1
800mm Reinforced Steel Plates I;Nocxium;5;1
800mm Reinforced Steel Plates I;Pyerite;10435;1
800mm Reinforced Steel Plates I;Tritanium;10996;1
800mm Reinforced Steel Plates II;800mm Reinforced Steel Plates I;1;1
800mm Reinforced Steel Plates II;Isogen;215;1
800mm Reinforced Steel Plates II;Megacyte;4;1
800mm Reinforced Steel Plates II;Mexallon;7564;1
800mm Reinforced Steel Plates II;Morphite;16;1
800mm Reinforced Steel Plates II;Nocxium;7;1
800mm Reinforced Steel Plates II;Pyerite;10535;1
800mm Reinforced Steel Plates II;R.A.M.- Armor/Hull Tech;1;0.65
800mm Reinforced Steel Plates II;Tritanium;11196;1
800mm Reinforced Steel Plates II;Tungsten Carbide Armor Plate;19;1
800mm Repeating Artillery I;Isogen;1756;1
800mm Repeating Artillery I;Megacyte;12;1
800mm Repeating Artillery I;Mexallon;6477;1
800mm Repeating Artillery I;Nocxium;211;1
800mm Repeating Artillery I;Pyerite;16055;1
800mm Repeating Artillery I;Tritanium;61476;1
800mm Repeating Artillery I;Zydrine;5;1
800mm Repeating Artillery II;800mm Repeating Artillery I;1;1
800mm Repeating Artillery II;Isogen;1905;1
800mm Repeating Artillery II;Megacyte;15;1
800mm Repeating Artillery II;Mexallon;7405;1
800mm Repeating Artillery II;Morphite;13;1
800mm Repeating Artillery II;Nocxium;256;1
800mm Repeating Artillery II;Pyerite;20567;1
800mm Repeating Artillery II;R.A.M.- Weapon Tech;1;0.6
800mm Repeating Artillery II;Robotics;3;1
800mm Repeating Artillery II;Thermonuclear Trigger Unit;15;1
800mm Repeating Artillery II;Tritanium;71560;1
800mm Repeating Artillery II;Zydrine;8;1
Abaddon;Isogen;208410;1
Abaddon;Megacyte;3922;1
Abaddon;Mexallon;764192;1
Abaddon;Nocxium;52180;1
Abaddon;Pyerite;3337012;1
Abaddon;Tritanium;13351216;1
Abaddon;Zydrine;8118;1
'Abatis' 100mm Reinforced Steel Plates I;Isogen;39;1
'Abatis' 100mm Reinforced Steel Plates I;Mexallon;280;1
'Abatis' 100mm Reinforced Steel Plates I;Nocxium;2;1
'Abatis' 100mm Reinforced Steel Plates I;Pyerite;203;1
'Abatis' 100mm Reinforced Steel Plates I;Takmahl Binary Texts;1;1
'Abatis' 100mm Reinforced Steel Plates I;Takmahl Diamond Rod;2;1
'Abatis' 100mm Reinforced Steel Plates I;Takmahl Phrenic Appendix;1;1
'Abatis' 100mm Reinforced Steel Plates I;Tritanium;676;1
'Abatis' 100mm Reinforced Steel Plates I;Zydrine;1;1
Absolution;Antimatter Reactor Unit;40;1
Absolution;Construction Blocks;200;1
Absolution;Fusion Thruster;80;1
Absolution;Isogen;20021;1
Absolution;Linear Shield Emitter;380;1
Absolution;Megacyte;784;1
Absolution;Mexallon;125053;1
Absolution;Morphite;200;1
Absolution;Nanoelectrical Microprocessor;1200;1
Absolution;Prophecy;1;1
Absolution;Pyerite;489013;1
Absolution;R.A.M.- Starship Tech;15;0.95
Absolution;Radar Sensor Cluster;300;1
Absolution;Tesseract Capacitor Unit;650;1
Absolution;Tritanium;2280140;1
Absolution;Tungsten Carbide Armor Plate;7500;1
Absolution;Zydrine;1973;1
Acolyte EV-300;Mexallon;4;1
Acolyte EV-300;Nocxium;2;1
Acolyte EV-300;Tritanium;424;1
Acolyte I;Mexallon;4;1
Acolyte I;Nocxium;2;1
Acolyte I;Tritanium;424;1
Acolyte II;Acolyte I;1;1
Acolyte II;Guidance Systems;1;1
Acolyte II;Laser Focusing Crystals;1;1
Acolyte II;Mexallon;4;1
Acolyte II;Morphite;1;1
Acolyte II;Nocxium;2;1
Acolyte II;R.A.M.- Robotics;1;0.05
Acolyte II;Robotics;1;1
Acolyte II;Tritanium;424;1
Acolyte TD-300;Mexallon;4;1
Acolyte TD-300;Nocxium;2;1
Acolyte TD-300;Tritanium;424;1
Adaptive Nano Plating I;Mexallon;26;1
Adaptive Nano Plating I;Pyerite;628;1
Adaptive Nano Plating I;Tritanium;806;1
Adaptive Nano Plating II;Adaptive Nano Plating I;1;1
Adaptive Nano Plating II;Crystalline Carbonide Armor Plate;1;1
Adaptive Nano Plating II;Fernite Carbide Composite Armor Plate;1;1
Adaptive Nano Plating II;Mexallon;72;1
Adaptive Nano Plating II;Morphite;1;1
Adaptive Nano Plating II;Pyerite;649;1
Adaptive Nano Plating II;R.A.M.- Armor/Hull Tech;1;0.075
Adaptive Nano Plating II;Titanium Diborite Armor Plate;1;1
Adaptive Nano Plating II;Tritanium;1116;1
Adaptive Nano Plating II;Tungsten Carbide Armor Plate;1;1
Adrestia;Isogen;8270;1
Adrestia;Megacyte;130;1
Adrestia;Mexallon;34124;1
Adrestia;Nocxium;2035;1
Adrestia;Pyerite;131210;1
Adrestia;Tritanium;524216;1
Adrestia;Zydrine;510;1
Advanced Large Ship Assembly Array;Broadcast Node;5;1
Advanced Large Ship Assembly Array;Capital Construction Parts;4;1
Advanced Large Ship Assembly Array;Integrity Response Drones;4;1
Advanced Large Ship Assembly Array;Nano-Factory;8;1
Advanced Large Ship Assembly Array;Organic Mortar Applicators;8;1
Advanced Large Ship Assembly Array;Recursive Computing Module;5;1
Advanced Large Ship Assembly Array;Self-Harmonizing Power Core;5;1
Advanced Large Ship Assembly Array;Sterile Conduits;8;1
Advanced Large Ship Assembly Array;Wetware Mainframe;4;1
Advanced Medium Ship Assembly Array;Broadcast Node;5;1
Advanced Medium Ship Assembly Array;Capital Construction Parts;2;1
Advanced Medium Ship Assembly Array;Integrity Response Drones;4;1
Advanced Medium Ship Assembly Array;Nano-Factory;8;1
Advanced Medium Ship Assembly Array;Organic Mortar Applicators;8;1
Advanced Medium Ship Assembly Array;Recursive Computing Module;5;1
Advanced Medium Ship Assembly Array;Self-Harmonizing Power Core;5;1
Advanced Medium Ship Assembly Array;Sterile Conduits;8;1
Advanced Medium Ship Assembly Array;Wetware Mainframe;4;1
Advanced Mobile Laboratory;Broadcast Node;8;1
Advanced Mobile Laboratory;Capital Construction Parts;3;1
Advanced Mobile Laboratory;Integrity Response Drones;5;1
Advanced Mobile Laboratory;Nano-Factory;11;1
Advanced Mobile Laboratory;Organic Mortar Applicators;11;1
Advanced Mobile Laboratory;Recursive Computing Module;8;1
Advanced Mobile Laboratory;Self-Harmonizing Power Core;8;1
Advanced Mobile Laboratory;Sterile Conduits;11;1
Advanced Mobile Laboratory;Wetware Mainframe;5;1
Advanced Small Ship Assembly Array;Broadcast Node;5;1
Advanced Small Ship Assembly Array;Capital Construction Parts;1;1
Advanced Small Ship Assembly Array;Integrity Response Drones;4;1
Advanced Small Ship Assembly Array;Nano-Factory;8;1
Advanced Small Ship Assembly Array;Organic Mortar Applicators;8;1
Advanced Small Ship Assembly Array;Recursive Computing Module;5;1
Advanced Small Ship Assembly Array;Self-Harmonizing Power Core;5;1
Advanced Small Ship Assembly Array;Sterile Conduits;8;1
Advanced Small Ship Assembly Array;Wetware Mainframe;4;1
Aeon;Capital Armor Plates;200;1
Aeon;Capital Capacitor Battery;200;1
Aeon;Capital Computer System;25;1
Aeon;Capital Construction Parts;150;1
Aeon;Capital Corporate Hangar Bay;200;1
Aeon;Capital Drone Bay;450;1
Aeon;Capital Jump Drive;200;1
Aeon;Capital Power Generator;200;1
Aeon;Capital Propulsion Engine;100;1
Aeon;Capital Sensor Cluster;25;1
Aeon;Capital Shield Emitter;50;1
Aeon;Capital Ship Maintenance Bay;200;1
'Alpha' Codebreaker I;Isogen;4;1
'Alpha' Codebreaker I;Megacyte;2;1
'Alpha' Codebreaker I;Mexallon;423;1
'Alpha' Codebreaker I;Pyerite;165;1
'Alpha' Codebreaker I;Tritanium;756;1
Alucard I;Isogen;124;1
Alucard I;Megacyte;1;1
Alucard I;Mexallon;20;1
Alucard I;Pyerite;1379;1
Alucard I;Tritanium;1884;1
Amarr Control Tower;Broadcast Node;18;1
Amarr Control Tower;Capital Construction Parts;8;1
Amarr Control Tower;Integrity Response Drones;32;1
Amarr Control Tower;Nano-Factory;26;1
Amarr Control Tower;Organic Mortar Applicators;28;1
Amarr Control Tower;Recursive Computing Module;18;1
Amarr Control Tower;Self-Harmonizing Power Core;18;1
Amarr Control Tower;Sterile Conduits;28;1
Amarr Control Tower;Wetware Mainframe;12;1
Amarr Control Tower Medium;Broadcast Node;9;1
Amarr Control Tower Medium;Capital Construction Parts;4;1
Amarr Control Tower Medium;Integrity Response Drones;16;1
Amarr Control Tower Medium;Nano-Factory;14;1
Amarr Control Tower Medium;Organic Mortar Applicators;14;1
Amarr Control Tower Medium;Recursive Computing Module;9;1
Amarr Control Tower Medium;Self-Harmonizing Power Core;9;1
Amarr Control Tower Medium;Sterile Conduits;14;1
Amarr Control Tower Medium;Wetware Mainframe;6;1
Amarr Control Tower Small;Broadcast Node;4;1
Amarr Control Tower Small;Capital Construction Parts;2;1
Amarr Control Tower Small;Integrity Response Drones;8;1
Amarr Control Tower Small;Nano-Factory;6;1
Amarr Control Tower Small;Organic Mortar Applicators;6;1
Amarr Control Tower Small;Recursive Computing Module;4;1
Amarr Control Tower Small;Self-Harmonizing Power Core;4;1
Amarr Control Tower Small;Sterile Conduits;6;1
Amarr Control Tower Small;Wetware Mainframe;4;1
Amarr Factory Outpost Platform;Station Construction Parts;10;1
Amarr Factory Outpost Platform;Station Docking Bay;10;1
Amarr Factory Outpost Platform;Station Factory;160;1
Amarr Factory Outpost Platform;Station Hangar Array;10;1
Amarr Factory Outpost Platform;Station Laboratory;40;1
Amarr Factory Outpost Platform;Station Medical Center;10;1
Amarr Factory Outpost Platform;Station Mission Network;10;1
Amarr Factory Outpost Platform;Station Office Center;40;1
Amarr Factory Outpost Platform;Station Repair Facility;10;1
Amarr Factory Outpost Platform;Station Storage Bay;10;1
Amarr Fuel Block;Coolant;8;1
Amarr Fuel Block;Enriched Uranium;4;1
Amarr Fuel Block;Heavy Water;150;1
Amarr Fuel Block;Helium Isotopes;400;1
Amarr Fuel Block;Liquid Ozone;150;1
Amarr Fuel Block;Mechanical Parts;4;1
Amarr Fuel Block;Oxygen;20;1
Amarr Fuel Block;Robotics;1;1
Amarr Media Shuttle;Tritanium;2500;1
Amarr Shuttle;Tritanium;2500;1
Ammatar Navy Adaptive Nano Plating;Adaptive Nano Plating I;1;1
Ammatar Navy Adaptive Nano Plating;Crystalline Carbonide Armor Plate;1;1
Ammatar Navy Adaptive Nano Plating;Fernite Carbide Composite Armor Plate;1;1
Ammatar Navy Adaptive Nano Plating;Mexallon;26;1
Ammatar Navy Adaptive Nano Plating;Pyerite;628;1
Ammatar Navy Adaptive Nano Plating;R.A.M.- Armor/Hull Tech;1;0.075
Ammatar Navy Adaptive Nano Plating;Titanium Diborite Armor Plate;1;1
Ammatar Navy Adaptive Nano Plating;Tritanium;806;1
Ammatar Navy Adaptive Nano Plating;Tungsten Carbide Armor Plate;1;1
Ammatar Navy Armor EM Hardener;Armor EM Hardener I;1;1
Ammatar Navy Armor EM Hardener;Nocxium;3;1
Ammatar Navy Armor EM Hardener;Pyerite;18525;1
Ammatar Navy Armor EM Hardener;R.A.M.- Armor/Hull Tech;1;0.01
Ammatar Navy Armor EM Hardener;Sustained Shield Emitter;1;1
Ammatar Navy Armor EM Hardener;Tritanium;23084;1
Ammatar Navy Armor EM Hardener;Tungsten Carbide Armor Plate;3;1
Ammatar Navy Armor EM Hardener;Zydrine;2;1
Ammatar Navy Armor Explosive Hardener;Armor Explosive Hardener I;1;1
Ammatar Navy Armor Explosive Hardener;Fernite Carbide Composite Armor Plate;3;1
Ammatar Navy Armor Explosive Hardener;Isogen;85;1
Ammatar Navy Armor Explosive Hardener;Megacyte;1;1
Ammatar Navy Armor Explosive Hardener;Nocxium;12;1
Ammatar Navy Armor Explosive Hardener;Pyerite;30434;1
Ammatar Navy Armor Explosive Hardener;R.A.M.- Armor/Hull Tech;1;0.01
Ammatar Navy Armor Explosive Hardener;Sustained Shield Emitter;1;1
Ammatar Navy Armor Explosive Hardener;Tritanium;39632;1
Ammatar Navy Armor Explosive Hardener;Zydrine;1;1
Ammatar Navy Armor Kinetic Hardener;Armor Kinetic Hardener I;1;1
Ammatar Navy Armor Kinetic Hardener;Isogen;2;1
Ammatar Navy Armor Kinetic Hardener;Megacyte;1;1
Ammatar Navy Armor Kinetic Hardener;Nocxium;6;1
Ammatar Navy Armor Kinetic Hardener;Pyerite;27433;1
Ammatar Navy Armor Kinetic Hardener;R.A.M.- Armor/Hull Tech;1;0.01
Ammatar Navy Armor Kinetic Hardener;Sustained Shield Emitter;1;1
Ammatar Navy Armor Kinetic Hardener;Titanium Diborite Armor Plate;3;1
Ammatar Navy Armor Kinetic Hardener;Tritanium;34508;1
Ammatar Navy Armor Thermic Hardener;Armor Thermic Hardener I;1;1
Ammatar Navy Armor Thermic Hardener;Crystalline Carbonide Armor Plate;3;1
Ammatar Navy Armor Thermic Hardener;Isogen;16;1
Ammatar Navy Armor Thermic Hardener;Mexallon;513;1
Ammatar Navy Armor Thermic Hardener;Nocxium;3;1
Ammatar Navy Armor Thermic Hardener;Pyerite;21799;1
Ammatar Navy Armor Thermic Hardener;R.A.M.- Armor/Hull Tech;1;0.01
Ammatar Navy Armor Thermic Hardener;Sustained Shield Emitter;1;1
Ammatar Navy Armor Thermic Hardener;Tritanium;27804;1
Ammatar Navy Battleship;Isogen;118519;1
Ammatar Navy Battleship;Megacyte;2254;1
Ammatar Navy Battleship;Mexallon;474675;1
Ammatar Navy Battleship;Nocxium;29595;1
Ammatar Navy Battleship;Pyerite;1894802;1
Ammatar Navy Battleship;Tritanium;7577632;1
Ammatar Navy Battleship;Zydrine;7060;1
Ammatar Navy Cap Recharger;Cap Recharger I;1;1
Ammatar Navy Cap Recharger;Megacyte;1;1
Ammatar Navy Cap Recharger;Mexallon;371;1
Ammatar Navy Cap Recharger;Nanoelectrical Microprocessor;1;1
Ammatar Navy Cap Recharger;Pyerite;289;1
Ammatar Navy Cap Recharger;R.A.M.- Energy Tech;1;0.05
Ammatar Navy Cap Recharger;Superconductors;3;1
Ammatar Navy Cap Recharger;Tesseract Capacitor Unit;1;1
Ammatar Navy Cap Recharger;Tritanium;687;1
Ammatar Navy Capacitor Power Relay;Capacitor Power Relay I;1;1
Ammatar Navy Capacitor Power Relay;Nanoelectrical Microprocessor;1;1
Ammatar Navy Capacitor Power Relay;Nocxium;3;1
Ammatar Navy Capacitor Power Relay;Pyerite;775;1
Ammatar Navy Capacitor Power Relay;R.A.M.- Energy Tech;1;0.1
Ammatar Navy Capacitor Power Relay;Superconductors;5;1
Ammatar Navy Capacitor Power Relay;Tesseract Capacitor Unit;1;1
Ammatar Navy Capacitor Power Relay;Tritanium;1004;1
Ammatar Navy Cruiser;Isogen;8718;1
Ammatar Navy Cruiser;Megacyte;160;1
Ammatar Navy Cruiser;Mexallon;35916;1
Ammatar Navy Cruiser;Nocxium;2148;1
Ammatar Navy Cruiser;Pyerite;138810;1
Ammatar Navy Cruiser;Tritanium;552920;1
Ammatar Navy Cruiser;Zydrine;541;1
Ammatar Navy Energized Adaptive Nano Membrane;Crystalline Carbonide Armor Plate;1;1
Ammatar Navy Energized Adaptive Nano Membrane;Energized Adaptive Nano Membrane I;1;1
Ammatar Navy Energized Adaptive Nano Membrane;Fernite Carbide Composite Armor Plate;1;1
Ammatar Navy Energized Adaptive Nano Membrane;Megacyte;1;1
Ammatar Navy Energized Adaptive Nano Membrane;Mexallon;1451;1
Ammatar Navy Energized Adaptive Nano Membrane;Pyerite;4063;1
Ammatar Navy Energized Adaptive Nano Membrane;R.A.M.- Armor/Hull Tech;1;0.2
Ammatar Navy Energized Adaptive Nano Membrane;Tesseract Capacitor Unit;2;1
Ammatar Navy Energized Adaptive Nano Membrane;Titanium Diborite Armor Plate;1;1
Ammatar Navy Energized Adaptive Nano Membrane;Tritanium;5412;1
Ammatar Navy Energized Adaptive Nano Membrane;Tungsten Carbide Armor Plate;1;1
Ammatar Navy Energized Adaptive Nano Membrane;Zydrine;1;1
Ammatar Navy Energized Magnetic Membrane;Crystalline Carbonide Armor Plate;1;1
Ammatar Navy Energized Magnetic Membrane;Energized Magnetic Membrane I;1;1
Ammatar Navy Energized Magnetic Membrane;Fernite Carbide Composite Armor Plate;1;1
Ammatar Navy Energized Magnetic Membrane;Megacyte;1;1
Ammatar Navy Energized Magnetic Membrane;Mexallon;6;1
Ammatar Navy Energized Magnetic Membrane;Nocxium;3;1
Ammatar Navy Energized Magnetic Membrane;Pyerite;5845;1
Ammatar Navy Energized Magnetic Membrane;R.A.M.- Armor/Hull Tech;1;0.2
Ammatar Navy Energized Magnetic Membrane;Tesseract Capacitor Unit;2;1
Ammatar Navy Energized Magnetic Membrane;Titanium Diborite Armor Plate;2;1
Ammatar Navy Energized Magnetic Membrane;Tritanium;9160;1
Ammatar Navy Energized Reactive Membrane;Crystalline Carbonide Armor Plate;2;1
Ammatar Navy Energized Reactive Membrane;Energized Reactive Membrane I;1;1
Ammatar Navy Energized Reactive Membrane;Megacyte;1;1
Ammatar Navy Energized Reactive Membrane;Mexallon;6;1
Ammatar Navy Energized Reactive Membrane;Nocxium;3;1
Ammatar Navy Energized Reactive Membrane;Pyerite;5845;1
Ammatar Navy Energized Reactive Membrane;R.A.M.- Armor/Hull Tech;1;0.2
Ammatar Navy Energized Reactive Membrane;Tesseract Capacitor Unit;2;1
Ammatar Navy Energized Reactive Membrane;Tritanium;9160;1
Ammatar Navy Energized Reactive Membrane;Tungsten Carbide Armor Plate;2;1
Ammatar Navy Energized Reflective Membrane;Energized Reflective Membrane I;1;1
Ammatar Navy Energized Reflective Membrane;Megacyte;1;1
Ammatar Navy Energized Reflective Membrane;Mexallon;6;1
Ammatar Navy Energized Reflective Membrane;Nocxium;3;1
Ammatar Navy Energized Reflective Membrane;Pyerite;5845;1
Ammatar Navy Energized Reflective Membrane;R.A.M.- Armor/Hull Tech;1;0.2
Ammatar Navy Energized Reflective Membrane;Tesseract Capacitor Unit;2;1
Ammatar Navy Energized Reflective Membrane;Titanium Diborite Armor Plate;1;1
Ammatar Navy Energized Reflective Membrane;Tritanium;9160;1
Ammatar Navy Energized Reflective Membrane;Tungsten Carbide Armor Plate;1;1
Ammatar Navy Energized Thermic Membrane;Crystalline Carbonide Armor Plate;2;1
Ammatar Navy Energized Thermic Membrane;Energized Thermic Membrane I;1;1
Ammatar Navy Energized Thermic Membrane;Megacyte;1;1
Ammatar Navy Energized Thermic Membrane;Mexallon;6;1
Ammatar Navy Energized Thermic Membrane;Nocxium;3;1
