typeName;wasteFactor;maxProductionLimit;techLevel;(No column name)
Shock 'Limos' Citadel Torpedo Bay I;10;1000;1;Citadel Torpedo Launcher I
Shrapnel Bomb;10;300;1;NULL
Siege Missile Launcher I;10;300;1;NULL
Siege Missile Launcher II;10;100;2;Siege Missile Launcher I
Siege Module I;10;10;1;NULL
Siege Module II;10;10;2;Siege Module I
Siege Warfare Link - Active Shielding I;5;300;1;NULL
Siege Warfare Link - Active Shielding II;5;100;2;Siege Warfare Link - Active Shielding I
Siege Warfare Link - Shield Efficiency I;5;300;1;NULL
Siege Warfare Link - Shield Efficiency II;5;100;2;Siege Warfare Link - Shield Efficiency I
Siege Warfare Link - Shield Harmonizing I;5;300;1;NULL
Siege Warfare Link - Shield Harmonizing II;5;100;2;Siege Warfare Link - Shield Harmonizing I
Sigil;10;15;1;NULL
Signal Amplifier I;10;300;1;NULL
Signal Amplifier II;5;100;2;Signal Amplifier I
Signal Distortion Amplifier I;10;300;1;NULL
Signal Distortion Amplifier II;10;100;2;Signal Distortion Amplifier I
Silo;10;5;1;NULL
Simple Reactor Array;10;5;1;NULL
Sin;10;10;2;Dominix
Sisters Combat Scanner Probe;5;1500;1;Combat Scanner Probe I
Sisters Core Scanner Probe;5;1000;1;Core Scanner Probe I
Sisters Deep Space Scanner Probe;5;1000;1;Deep Space Scanner Probe I
Skiff;10;10;2;Procurer
Skirmish Warfare Link - Evasive Maneuvers I;5;300;1;NULL
Skirmish Warfare Link - Evasive Maneuvers II;5;100;2;Skirmish Warfare Link - Evasive Maneuvers I
Skirmish Warfare Link - Interdiction Maneuvers I;5;300;1;NULL
Skirmish Warfare Link - Interdiction Maneuvers II;5;100;2;Skirmish Warfare Link - Interdiction Maneuvers I
Skirmish Warfare Link - Rapid Deployment I;5;300;1;NULL
Skirmish Warfare Link - Rapid Deployment II;5;100;2;Skirmish Warfare Link - Rapid Deployment I
Slasher;10;30;1;NULL
Sleipnir;10;10;2;Cyclone
'Slither' Heavy Electron Blaster I;10;1000;1;Heavy Electron Blaster I
Small Algid Energy Administrations Unit I;10;300;1;NULL
Small Algid Energy Administrations Unit II;10;10;2;Small Algid Energy Administrations Unit I
Small Algid Hybrid Administrations Unit I;10;300;1;NULL
Small Algid Hybrid Administrations Unit II;10;10;2;Small Algid Hybrid Administrations Unit I
Small Ancillary Current Router I;10;300;1;NULL
Small Ancillary Current Router II;10;10;2;Small Ancillary Current Router I
Small Anti-EM Pump I;10;300;1;NULL
Small Anti-EM Pump II;10;10;2;Small Anti-EM Pump I
Small Anti-EM Screen Reinforcer I;10;300;1;NULL
Small Anti-EM Screen Reinforcer II;10;10;2;Small Anti-EM Screen Reinforcer I
Small Anti-Explosive Pump I;10;300;1;NULL
Small Anti-Explosive Pump II;10;10;2;Small Anti-Explosive Pump I
Small Anti-Explosive Screen Reinforcer I;10;300;1;NULL
Small Anti-Explosive Screen Reinforcer II;10;10;2;Small Anti-Explosive Screen Reinforcer I
Small Anti-Kinetic Pump I;10;300;1;NULL
Small Anti-Kinetic Pump II;10;10;2;Small Anti-Kinetic Pump I
Small Anti-Kinetic Screen Reinforcer I;10;300;1;NULL
Small Anti-Kinetic Screen Reinforcer II;10;10;2;Small Anti-Kinetic Screen Reinforcer I
Small Anti-Thermal Screen Reinforcer I;10;300;1;NULL
Small Anti-Thermal Screen Reinforcer II;10;10;2;Small Anti-Thermal Screen Reinforcer I
Small Anti-Thermic Pump I;10;300;1;NULL
Small Anti-Thermic Pump II;10;10;2;Small Anti-Thermic Pump I
Small Armor Repairer I;10;300;1;NULL
Small Armor Repairer II;10;100;2;Small Armor Repairer I
Small Artillery Battery;10;5;1;NULL
Small AutoCannon Battery;10;5;1;NULL
Small Auxiliary Nano Pump I;10;300;1;NULL
Small Auxiliary Nano Pump II;10;10;2;Small Auxiliary Nano Pump I
Small Auxiliary Thrusters I;10;300;1;NULL
Small Auxiliary Thrusters II;10;10;2;Small Auxiliary Thrusters I
Small Bay Loading Accelerator I;10;300;1;NULL
Small Bay Loading Accelerator II;10;10;2;Small Bay Loading Accelerator I
Small Beam Laser Battery;10;5;1;NULL
Small Blaster Battery;10;5;1;NULL
Small Capacitor Battery I;10;300;1;NULL
Small Capacitor Battery II;10;100;2;Small Capacitor Battery I
Small Capacitor Booster I;10;300;1;NULL
Small Capacitor Booster II;10;100;2;Small Capacitor Booster I
Small Capacitor Control Circuit I;10;300;1;NULL
Small Capacitor Control Circuit II;10;10;2;Small Capacitor Control Circuit I
Small Cargohold Optimization I;10;300;1;NULL
Small Cargohold Optimization II;10;10;2;Small Cargohold Optimization I
Small Core Defence Capacitor Safeguard I;10;300;1;NULL
Small Core Defence Capacitor Safeguard II;10;10;2;Small Core Defence Capacitor Safeguard I
Small Core Defence Charge Economizer I;10;300;1;NULL
Small Core Defence Charge Economizer II;10;10;2;Small Core Defence Charge Economizer I
Small Core Defence Field Extender I;10;300;1;NULL
Small Core Defence Field Extender II;10;10;2;Small Core Defence Field Extender I
Small Core Defence Field Purger I;10;300;1;NULL
Small Core Defence Field Purger II;10;10;2;Small Core Defence Field Purger I
Small Core Defence Operational Solidifier I;10;300;1;NULL
Small Core Defence Operational Solidifier II;10;10;2;Small Core Defence Operational Solidifier I
Small Degenerative Concussion Bomb I;10;1000;1;Small Proton Smartbomb I
Small Drone Control Range Augmentor I;10;300;1;NULL
Small Drone Control Range Augmentor II;10;10;2;Small Drone Control Range Augmentor I
Small Drone Durability Enhancer I;10;300;1;NULL
Small Drone Durability Enhancer II;10;10;2;Small Drone Durability Enhancer I
Small Drone Mining Augmentor I;10;300;1;NULL
Small Drone Mining Augmentor II;10;10;2;Small Drone Mining Augmentor I
Small Drone Repair Augmentor I;10;300;1;NULL
Small Drone Repair Augmentor II;10;10;2;Small Drone Repair Augmentor I
Small Drone Scope Chip I;10;300;1;NULL
Small Drone Scope Chip II;10;10;2;Small Drone Scope Chip I
Small Drone Speed Augmentor I;10;300;1;NULL
Small Drone Speed Augmentor II;10;10;2;Small Drone Speed Augmentor I
Small Dynamic Fuel Valve I;10;300;1;NULL
Small Dynamic Fuel Valve II;10;10;2;Small Dynamic Fuel Valve I
Small Egress Port Maximizer I;10;300;1;NULL
Small Egress Port Maximizer II;10;10;2;Small Egress Port Maximizer I
Small Emission Scope Sharpener I;10;300;1;NULL
Small Emission Scope Sharpener II;10;10;2;Small Emission Scope Sharpener I
Small EMP Smartbomb I;10;300;1;NULL
Small EMP Smartbomb II;10;100;2;Small EMP Smartbomb I
Small Energy Ambit Extension I;10;300;1;NULL
Small Energy Ambit Extension II;10;10;2;Small Energy Ambit Extension I
Small Energy Burst Aerator I;10;300;1;NULL
Small Energy Burst Aerator II;10;10;2;Small Energy Burst Aerator I
Small Energy Collision Accelerator I;10;300;1;NULL
Small Energy Collision Accelerator II;10;10;2;Small Energy Collision Accelerator I
Small Energy Discharge Elutriation I;10;300;1;NULL
Small Energy Discharge Elutriation II;10;10;2;Small Energy Discharge Elutriation I
Small Energy Locus Coordinator I;10;300;1;NULL
Small Energy Locus Coordinator II;10;10;2;Small Energy Locus Coordinator I
Small Energy Metastasis Adjuster I;10;300;1;NULL
Small Energy Metastasis Adjuster II;10;10;2;Small Energy Metastasis Adjuster I
Small Energy Neutralizer I;10;300;1;NULL
Small Energy Neutralizer II;10;100;2;Small Energy Neutralizer I
Small Energy Transfer Array I;10;300;1;NULL
Small Energy Transfer Array II;10;100;2;Small Energy Transfer Array I
Small Engine Thermal Shielding I;10;300;1;NULL
Small Engine Thermal Shielding II;10;10;2;Small Engine Thermal Shielding I
Small Graviton Smartbomb I;10;300;1;NULL
Small Graviton Smartbomb II;10;100;2;Small Graviton Smartbomb I
Small Gravity Capacitor Upgrade I;10;300;1;NULL
Small Gravity Capacitor Upgrade II;10;10;2;Small Gravity Capacitor Upgrade I
Small Hull Repairer I;10;300;1;NULL
Small Hull Repairer II;10;100;2;Small Hull Repairer I
Small Hybrid Ambit Extension I;10;300;1;NULL
Small Hybrid Ambit Extension II;10;10;2;Small Hybrid Ambit Extension I
Small Hybrid Burst Aerator I;10;300;1;NULL
Small Hybrid Burst Aerator II;10;10;2;Small Hybrid Burst Aerator I
Small Hybrid Collision Accelerator I;10;300;1;NULL
Small Hybrid Collision Accelerator II;10;10;2;Small Hybrid Collision Accelerator I
Small Hybrid Discharge Elutriation I;10;300;1;NULL
Small Hybrid Discharge Elutriation II;10;10;2;Small Hybrid Discharge Elutriation I
Small Hybrid Locus Coordinator I;10;300;1;NULL
Small Hybrid Locus Coordinator II;10;10;2;Small Hybrid Locus Coordinator I
Small Hybrid Metastasis Adjuster I;10;300;1;NULL
Small Hybrid Metastasis Adjuster II;10;10;2;Small Hybrid Metastasis Adjuster I
Small Hydraulic Bay Thrusters I;10;300;1;NULL
Small Hydraulic Bay Thrusters II;10;10;2;Small Hydraulic Bay Thrusters I
Small Hyperspatial Velocity Optimizer I;10;300;1;NULL
Small Hyperspatial Velocity Optimizer II;10;10;2;Small Hyperspatial Velocity Optimizer I
Small 'Integrative' Hull Repair Unit;10;1000;1;Small Hull Repairer I
Small Inverted Signal Field Projector I;10;300;1;NULL
Small Inverted Signal Field Projector II;10;10;2;Small Inverted Signal Field Projector I
Small Ionic Field Projector I;10;300;1;NULL
Small Ionic Field Projector II;10;10;2;Small Ionic Field Projector I
Small Liquid Cooled Electronics I;10;300;1;NULL
Small Liquid Cooled Electronics II;10;10;2;Small Liquid Cooled Electronics I
Small Low Friction Nozzle Joints I;10;300;1;NULL
Small Low Friction Nozzle Joints II;10;10;2;Small Low Friction Nozzle Joints I
Small Memetic Algorithm Bank I;10;300;1;NULL
Small Memetic Algorithm Bank II;10;10;2;Small Memetic Algorithm Bank I
Small Nanobot Accelerator I;10;300;1;NULL
Small Nanobot Accelerator II;10;10;2;Small Nanobot Accelerator I
Small Nosferatu I;10;300;1;NULL
Small Nosferatu II;10;100;2;Small Nosferatu I
Small Particle Dispersion Augmentor I;10;300;1;NULL
Small Particle Dispersion Augmentor II;10;10;2;Small Particle Dispersion Augmentor I
Small Particle Dispersion Projector I;10;300;1;NULL
Small Particle Dispersion Projector II;10;10;2;Small Particle Dispersion Projector I
Small Plasma Smartbomb I;10;300;1;NULL
Small Plasma Smartbomb II;10;100;2;Small Plasma Smartbomb I
Small Polycarbon Engine Housing I;10;300;1;NULL
Small Polycarbon Engine Housing II;10;10;2;Small Polycarbon Engine Housing I
Small Powergrid Subroutine Maximizer I;10;300;1;NULL
Small Powergrid Subroutine Maximizer II;10;10;2;Small Powergrid Subroutine Maximizer I
Small Projectile Ambit Extension I;10;300;1;NULL
Small Projectile Ambit Extension II;10;10;2;Small Projectile Ambit Extension I
Small Projectile Burst Aerator I;10;300;1;NULL
Small Projectile Burst Aerator II;10;10;2;Small Projectile Burst Aerator I
Small Projectile Collision Accelerator I;10;300;1;NULL
Small Projectile Collision Accelerator II;10;10;2;Small Projectile Collision Accelerator I
Small Projectile Locus Coordinator I;10;300;1;NULL
Small Projectile Locus Coordinator II;10;10;2;Small Projectile Locus Coordinator I
Small Projectile Metastasis Adjuster I;10;300;1;NULL
Small Projectile Metastasis Adjuster II;10;10;2;Small Projectile Metastasis Adjuster I
Small Proton Smartbomb I;10;300;1;NULL
Small Proton Smartbomb II;10;100;2;Small Proton Smartbomb I
Small Pulse Laser Battery;10;5;1;NULL
Small Railgun Battery;10;5;1;NULL
Small Remote Armor Repair System I;10;300;1;NULL
Small Remote Armor Repair System II;10;100;2;Small Remote Armor Repair System I
Small Remote Hull Repair System I;10;300;1;NULL
Small Remote Hull Repair System II;10;100;2;Small Remote Hull Repair System I
Small Remote Repair Augmentor I;10;300;1;NULL
Small Remote Repair Augmentor II;10;10;2;Small Remote Repair Augmentor I
Small Rocket Fuel Cache Partition I;10;300;1;NULL
Small Rocket Fuel Cache Partition II;10;10;2;Small Rocket Fuel Cache Partition I
Small Salvage Tackle I;10;300;1;NULL
Small Salvage Tackle II;10;10;2;Small Salvage Tackle I
Small Semiconductor Memory Cell I;10;300;1;NULL
Small Semiconductor Memory Cell II;10;10;2;Small Semiconductor Memory Cell I
Small Sentry Damage Augmentor I;10;300;1;NULL
Small Sentry Damage Augmentor II;10;10;2;Small Sentry Damage Augmentor I
Small 'Settler' Shield Booster;10;1000;1;Small Shield Booster I
Small Shield Booster I;10;300;1;NULL
Small Shield Booster II;10;100;2;Small Shield Booster I
Small Shield Extender I;10;300;1;NULL
Small Shield Extender II;10;100;2;Small Shield Extender I
Small Shield Transporter I;10;300;1;NULL
Small Shield Transporter II;10;100;2;Small Shield Transporter I
Small Ship Assembly Array;10;5;1;NULL
Small 'Siesta' Capacitor Booster;10;1000;2;Small Capacitor Booster I
Small Signal Disruption Amplifier I;10;300;1;NULL
Small Signal Disruption Amplifier II;10;10;2;Small Signal Disruption Amplifier I
Small Signal Focusing Kit I;10;300;1;NULL
Small Signal Focusing Kit II;10;10;2;Small Signal Focusing Kit I
Small Stasis Drone Augmentor I;10;300;1;NULL
Small Stasis Drone Augmentor II;10;10;2;Small Stasis Drone Augmentor I
Small Targeting System Subcontroller I;10;300;1;NULL
Small Targeting System Subcontroller II;10;10;2;Small Targeting System Subcontroller I
Small Targeting Systems Stabilizer I;10;300;1;NULL
Small Targeting Systems Stabilizer II;10;10;2;Small Targeting Systems Stabilizer I
Small Tracking Diagnostic Subroutines I;10;300;1;NULL
Small Tracking Diagnostic Subroutines II;10;10;2;Small Tracking Diagnostic Subroutines I
Small Tractor Beam I;10;300;1;NULL
Small Tractor Beam II;10;100;2;Small Tractor Beam I
Small Trimark Armor Pump I;10;300;1;NULL
Small Trimark Armor Pump II;10;10;2;Small Trimark Armor Pump I
Small Warhead Calefaction Catalyst I;10;300;1;NULL
Small Warhead Calefaction Catalyst II;10;10;2;Small Warhead Calefaction Catalyst I
Small Warhead Flare Catalyst I;10;300;1;NULL
Small Warhead Flare Catalyst II;10;10;2;Small Warhead Flare Catalyst I
Small Warhead Rigor Catalyst I;10;300;1;NULL
Small Warhead Rigor Catalyst II;10;10;2;Small Warhead Rigor Catalyst I
Small Warp Core Optimizer I;10;300;1;NULL
Small Warp Core Optimizer II;10;10;2;Small Warp Core Optimizer I
Small 'Wolf' Shield Extender;10;1000;1;Small Shield Extender I
'Smokescreen' Covert Ops Cloaking Device II;10;1000;2;Prototype Cloaking Device I
Snake Eyes Explosion Dampening Field;10;1000;2;Explosion Dampening Field I
Sovereignty Blockade Unit;10;5;1;NULL
Spatial Destabilization Battery;10;5;1;NULL
Spike L;10;100;2;Plutonium Charge L
Spike M;10;100;2;Plutonium Charge M
Spike S;10;100;2;Plutonium Charge S
Spodumain Mining Crystal I;10;100;1;NULL
Spodumain Mining Crystal II;10;100;2;Spodumain Mining Crystal I
'Squire' Small Energy Transfer Array I;10;1000;1;Small Energy Transfer Array I
Stabber;10;15;1;NULL
Stabber Fleet Issue;10;15;1;Stabber
Stalker F.O.F. Heavy Missile I;10;1500;1;NULL
Standard Blue Pill Booster;10;1000;1;NULL
Standard Crash Booster;10;1000;1;NULL
Standard Drop Booster;10;1000;1;NULL
Standard Exile Booster;10;1000;1;NULL
Standard Frentix Booster;10;1000;1;NULL
Standard L;10;1500;1;NULL
Standard M;10;1500;1;NULL
Standard Mindflood Booster;10;1000;1;NULL
Standard Missile Launcher I;10;300;1;NULL
Standard Missile Launcher II;10;100;2;Standard Missile Launcher I
Standard S;10;1500;1;NULL
Standard Sooth Sayer Booster;10;1000;1;NULL
Standard X-Instinct Booster;10;1000;1;NULL
Standard XL;10;1000;1;NULL
Stasis Webification Battery;10;5;1;NULL
Stasis Webifier I;10;300;1;NULL
Stasis Webifier II;10;100;2;Stasis Webifier I
Station Construction Parts;10;5;1;NULL
Station Docking Bay;10;5;1;NULL
Station Factory;10;5;1;NULL
Station Hangar Array;10;5;1;NULL
Station Laboratory;10;5;1;NULL
Station Market Network;10;5;1;NULL
Station Medical Center;10;5;1;NULL
Station Mission Network;10;5;1;NULL
Station Office Center;10;5;1;NULL
Station Repair Facility;10;5;1;NULL
Station Reprocessing Plant;10;5;1;NULL
Station Storage Bay;10;5;1;NULL
Station Warehouse;10;10;1;NULL
Stiletto;10;10;2;Slasher
'Strigoi' Medium Nosferatu I;10;1000;1;Medium Nosferatu I
Strip Miner I;10;300;1;NULL
Strong Blue Pill Booster;10;1000;1;NULL
Strong Crash Booster;10;1000;1;NULL
Strong Drop Booster;10;1000;1;NULL
Strong Exile Booster;10;1000;1;NULL
Strong Frentix Booster;10;1000;1;NULL
Strong Mindflood Booster;10;1000;1;NULL
Strong Sooth Sayer Booster;10;1000;1;NULL
Strong X-Instinct Booster;10;1000;1;NULL
Subsystem Assembly Array;10;5;1;NULL
Succubus;10;30;1;NULL
Superconductor Rails;10;1000;2;NULL
Survey Scanner I;10;300;1;NULL
Survey Scanner II;10;100;2;Survey Scanner I
Sustained Shield Emitter;10;1000;2;NULL
'Swindler' Electron Blaster Cannon I;10;1000;1;Electron Blaster Cannon I
Synth Blue Pill Booster;10;1000;1;NULL
Synth Crash Booster;10;1000;1;NULL
Synth Drop Booster;10;1000;1;NULL
Synth Exile Booster;10;1000;1;NULL
Synth Frentix Booster;10;1000;1;NULL
Synth Mindflood Booster;10;1000;1;NULL
Synth Sooth Sayer Booster;10;1000;1;NULL
Synth X-Instinct Booster;10;1000;1;NULL
Synthetic Hull Conversion Inertia Stabilizers I;10;1000;1;Inertia Stabilizers I
Synthetic Hull Conversion Nanofiber Structure I;10;1000;1;Nanofiber Internal Structure I
Synthetic Hull Conversion Overdrive Injector I;10;1000;1;Overdrive Injector System I
Synthetic Hull Conversion Reinforced Bulkheads I;10;1000;1;Reinforced Bulkheads I
Tachyon Beam Laser I;10;300;1;NULL
Tachyon Beam Laser II;10;100;2;Tachyon Beam Laser I
Talos;10;15;1;NULL
Taranis;10;10;2;Atron
Target Painter I;10;300;1;NULL
Target Painter II;10;100;2;Target Painter I
Targeting Range;10;1000;1;NULL
Targeting Range Dampening;10;1000;1;NULL
Tempest;10;10;1;NULL
Tempest Fleet Issue;10;10;1;Tempest
Templar;10;10;1;NULL
Tengu;0;20;3;NULL
Tengu Defensive - Adaptive Shielding;0;1000;3;NULL
Tengu Defensive - Amplification Node;0;1000;3;Tengu Defensive - Adaptive Shielding
Tengu Defensive - Supplemental Screening;0;1000;3;Tengu Defensive - Adaptive Shielding
Tengu Defensive - Warfare Processor;0;1000;3;Tengu Defensive - Adaptive Shielding
Tengu Electronics - CPU Efficiency Gate;0;1000;3;Tengu Electronics - Obfuscation Manifold
Tengu Electronics - Dissolution Sequencer;0;1000;3;Tengu Electronics - Obfuscation Manifold
Tengu Electronics - Emergent Locus Analyzer;0;1000;3;Tengu Electronics - Obfuscation Manifold
Tengu Electronics - Obfuscation Manifold;0;1000;3;NULL
Tengu Engineering - Augmented Capacitor Reservoir;0;1000;3;Tengu Engineering - Power Core Multiplier
Tengu Engineering - Capacitor Regeneration Matrix;0;1000;3;Tengu Engineering - Power Core Multiplier
Tengu Engineering - Power Core Multiplier;0;1000;3;NULL
Tengu Engineering - Supplemental Coolant Injector;0;1000;3;Tengu Engineering - Power Core Multiplier
Tengu Offensive - Accelerated Ejection Bay;0;1000;3;NULL
Tengu Offensive - Covert Reconfiguration;0;1000;3;Tengu Offensive - Accelerated Ejection Bay
Tengu Offensive - Magnetic Infusion Basin;0;1000;3;Tengu Offensive - Accelerated Ejection Bay
Tengu Offensive - Rifling Launcher Pattern;0;1000;3;Tengu Offensive - Accelerated Ejection Bay
Tengu Propulsion - Fuel Catalyst;0;1000;3;Tengu Propulsion - Intercalated Nanofibers
Tengu Propulsion - Gravitational Capacitor;0;1000;3;Tengu Propulsion - Intercalated Nanofibers
Tengu Propulsion - Intercalated Nanofibers;0;1000;3;NULL
Tengu Propulsion - Interdiction Nullifier;0;1000;3;Tengu Propulsion - Intercalated Nanofibers
Territorial Claim Unit;10;5;1;NULL
Tesseract Capacitor Unit;10;1000;2;NULL
Thanatos;10;1;1;NULL
Thermic Plating I;10;300;1;NULL
Thermic Plating II;10;100;2;Thermic Plating I
Thermonuclear Trigger Unit;10;1000;2;NULL
Thorax;10;15;1;NULL
Thorium Charge L;10;1500;1;NULL
Thorium Charge M;10;1500;1;NULL
Thorium Charge S;10;1500;1;NULL
Thorium Charge XL;10;1000;1;NULL
Thrasher;10;20;1;NULL
'Thurifer' Large Capacitor Battery I;10;1000;1;Large Capacitor Battery I
Titanium Diborite Armor Plate;10;1000;2;NULL
Titanium Sabot L;10;1500;1;NULL
Titanium Sabot M;10;1500;1;NULL
Titanium Sabot S;10;1500;1;NULL
Titanium Sabot XL;10;1000;1;NULL
Tormentor;10;30;1;NULL
Tornado;10;15;1;NULL
Torpedo Battery;10;5;1;NULL
Tracking Computer I;10;300;1;NULL
Tracking Computer II;10;100;2;Tracking Computer I
Tracking Disruptor I;10;300;1;NULL
Tracking Disruptor II;10;100;2;Tracking Disruptor I
Tracking Enhancer I;10;300;1;NULL
Tracking Enhancer II;10;100;2;Tracking Enhancer I
Tracking Link I;10;300;1;NULL
Tracking Link II;10;100;2;Tracking Link I
Tracking Speed;10;1000;1;NULL
Tracking Speed Disruption;10;1000;1;NULL
Trauma Assault Missile;10;1500;1;NULL
Trauma Citadel Cruise Missile;10;1000;1;NULL
Trauma Citadel Torpedo;10;1000;1;NULL
Trauma Cruise Missile;10;1500;1;NULL
Trauma Fury Cruise Missile;10;100;2;Trauma Cruise Missile
Trauma Fury Heavy Missile;10;100;2;Trauma Heavy Missile
Trauma Fury Light Missile;10;100;2;Trauma Light Missile
Trauma Heavy Missile;10;1500;1;NULL
Trauma Javelin Assault Missile;10;100;2;Trauma Assault Missile
Trauma Javelin Rocket;10;100;2;Trauma Rocket
Trauma Javelin Torpedo;10;100;2;Trauma Torpedo
Trauma Light Missile;10;1500;1;NULL
Trauma Precision Cruise Missile;10;100;2;Trauma Cruise Missile
Trauma Precision Heavy Missile;10;100;2;Trauma Heavy Missile
Trauma Precision Light Missile;10;100;2;Trauma Light Missile
Trauma Rage Assault Missile;10;100;2;Trauma Assault Missile
Trauma Rage Rocket;10;100;2;Trauma Rocket
Trauma Rage Torpedo;10;100;2;Trauma Torpedo
Trauma Rocket;10;1500;1;NULL
Trauma Torpedo;10;1500;1;NULL
'Trebuchet' Heat Sink I;10;1000;1;Heat Sink I
Tremor L;10;100;2;Carbonized Lead L
Tremor M;10;100;2;Carbonized Lead M
Tremor S;10;100;2;Carbonized Lead S
Triage Module I;10;10;1;NULL
Triage Module II;10;10;2;Triage Module I
Tristan;10;30;1;NULL
True Sansha Control Tower;0;5;1;Amarr Control Tower
True Sansha Control Tower Medium;0;5;1;Amarr Control Tower Medium
True Sansha Control Tower Small;0;5;1;Amarr Control Tower Small
True Sansha Energy Neutralizing Battery;10;5;1;Energy Neutralizing Battery
True Sansha Large Beam Laser Battery;10;3;1;Large Beam Laser Battery
True Sansha Large Pulse Laser Battery;10;3;1;Large Pulse Laser Battery
True Sansha Medium Beam Laser Battery;10;3;1;Medium Beam Laser Battery
True Sansha Medium Pulse Laser Battery;10;3;1;Medium Pulse Laser Battery
True Sansha Small Beam Laser Battery;10;3;1;Small Beam Laser Battery
True Sansha Small Pulse Laser Battery;10;3;1;Small Pulse Laser Battery
Tungsten Carbide Armor Plate;10;1000;2;NULL
Tungsten Charge L;10;1500;1;NULL
Tungsten Charge M;10;1500;1;NULL
Tungsten Charge S;10;1500;1;NULL
Tungsten Charge XL;10;1000;1;NULL
'Tycoon' Tracking Link I;10;1000;1;Tracking Link I
Typhoon;10;10;1;NULL
Tyrfing;10;10;1;NULL
Ultraviolet L;10;1500;1;NULL
Ultraviolet M;10;1500;1;NULL
Ultraviolet S;10;1500;1;NULL
Ultraviolet XL;10;1000;1;NULL
'Underhand' Neutron Blaster Cannon I;10;1000;1;Neutron Blaster Cannon I
'Undertaker' Heavy Missile Launcher;10;1000;2;Heavy Missile Launcher I
'Upir' Small Nosferatu I;10;1000;1;Small Nosferatu I
Uranium Charge L;10;1500;1;NULL
Uranium Charge M;10;1500;1;NULL
Uranium Charge S;10;1500;1;NULL
Uranium Charge XL;10;1000;1;NULL
Vagabond;10;10;2;Stabber
Valkyrie I;10;1500;1;NULL
Valkyrie II;10;100;2;Valkyrie I
Valkyrie TP-600;10;1500;1;NULL
Vangel;10;1000;2;NULL
Vargur;10;10;2;Tempest
Veldspar Mining Crystal I;10;100;1;NULL
Veldspar Mining Crystal II;10;100;2;Veldspar Mining Crystal I
Vengeance;10;10;2;Punisher
Vespa EC-600;10;1500;1;NULL
Vespa I;10;1500;1;NULL
Vespa II;10;100;2;Vespa I
Vexor;10;15;1;NULL
Vexor Navy Issue;10;15;1;Vexor
Viator;10;10;2;Iteron
Vigil;10;30;1;NULL
Vigilant;10;15;1;Thorax
Vindicator;10;10;1;Megathron
Void Bomb;10;300;1;NULL
Void L;10;100;2;Antimatter Charge L
Void M;10;100;2;Antimatter Charge M
Void S;10;100;2;Antimatter Charge S
'Vrykolakas' Heavy Nosferatu I;10;1000;1;Heavy Nosferatu I
Vulture;10;10;2;Ferox
Warden I;10;1500;1;NULL
Warden II;10;100;2;Warden I
Warfare Computation Core;10;1000;3;NULL
'Warhammer' Large EMP Smartbomb I;10;1000;1;Large EMP Smartbomb I
Warp Core Stabilizer I;10;300;1;NULL
Warp Core Stabilizer II;10;100;2;Warp Core Stabilizer I
Warp Disrupt Probe;10;1000;1;NULL
Warp Disruption Battery;10;5;1;NULL
Warp Disruption Field Generator I;10;300;1;NULL
Warp Disruption Field Generator II;10;100;2;Warp Disruption Field Generator I
Warp Disruptor I;10;300;1;NULL
Warp Disruptor II;10;100;2;Warp Disruptor I
Warp Scrambler I;10;300;1;NULL
Warp Scrambler II;10;100;2;Warp Scrambler I
Warp Scrambling Battery;10;5;1;NULL
Warrior I;10;1500;1;NULL
Warrior II;10;100;2;Warrior I
Warrior TP-300;10;1500;1;NULL
Wasp EC-900;10;1500;1;NULL
Wasp I;10;1500;1;NULL
Wasp II;10;100;2;Wasp I
Whiskey Explosion Dampening Amplifier;10;1000;2;Explosion Dampening Amplifier I
White Noise Generation Battery;10;5;1;NULL
Widow;10;10;2;Scorpion
Wolf;10;10;2;Rifter
Worm;10;30;1;Merlin
Wreathe;10;15;1;NULL
Wyvern;10;1;1;NULL
X-Large 'Locomotive' Shield Booster;10;1000;1;X-Large Shield Booster I
X-Large Shield Booster I;10;300;1;NULL
X-Large Shield Booster II;10;100;2;X-Large Shield Booster I
X-Large Ship Assembly Array;10;5;1;NULL
Xray L;10;1500;1;NULL
Xray M;10;1500;1;NULL
Xray S;10;1500;1;NULL
Xray XL;10;1000;1;NULL
Zealot;10;10;2;Omen
