typeName;typeName;quantity;typeName;(No column name)
ECCM - Magnetometric II;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
ECCM - Magnetometric II;Datacore - Electromagnetic Physics;2;Electromagnetic Physics;NULL
ECCM - Magnetometric II;Datacore - Electronic Engineering;2;Electronic Engineering;NULL
ECCM - Omni II;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
ECCM - Omni II;Datacore - Electromagnetic Physics;2;Electromagnetic Physics;NULL
ECCM - Omni II;Datacore - Electronic Engineering;2;Electronic Engineering;NULL
ECCM - Radar II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
ECCM - Radar II;Datacore - Electromagnetic Physics;2;Electromagnetic Physics;NULL
ECCM - Radar II;Datacore - Electronic Engineering;2;Electronic Engineering;NULL
ECCM Projector II;Datacore - Electromagnetic Physics;1;Electromagnetic Physics;NULL
ECCM Projector II;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
ECCM Projector II;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
ECM - Ion Field Projector II;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
ECM - Ion Field Projector II;Datacore - Electromagnetic Physics;2;Electromagnetic Physics;NULL
ECM - Ion Field Projector II;Datacore - Electronic Engineering;2;Electronic Engineering;NULL
ECM - Multispectral Jammer II;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
ECM - Multispectral Jammer II;Datacore - Electromagnetic Physics;2;Electromagnetic Physics;NULL
ECM - Multispectral Jammer II;Datacore - Electronic Engineering;2;Electronic Engineering;NULL
ECM - Phase Inverter II;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
ECM - Phase Inverter II;Datacore - Electromagnetic Physics;2;Electromagnetic Physics;NULL
ECM - Phase Inverter II;Datacore - Electronic Engineering;2;Electronic Engineering;NULL
ECM - Spatial Destabilizer II;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
ECM - Spatial Destabilizer II;Datacore - Electromagnetic Physics;2;Electromagnetic Physics;NULL
ECM - Spatial Destabilizer II;Datacore - Electronic Engineering;2;Electronic Engineering;NULL
ECM - White Noise Generator II;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
ECM - White Noise Generator II;Datacore - Electromagnetic Physics;2;Electromagnetic Physics;NULL
ECM - White Noise Generator II;Datacore - Electronic Engineering;2;Electronic Engineering;NULL
ECM Burst II;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
ECM Burst II;Datacore - Electromagnetic Physics;2;Electromagnetic Physics;NULL
ECM Burst II;Datacore - Electronic Engineering;2;Electronic Engineering;NULL
Electron Blaster Cannon II;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Electron Blaster Cannon II;Datacore - Plasma Physics;3;Plasma Physics;NULL
Electron Blaster Cannon II;Datacore - Mechanical Engineering;3;Mechanical Engineering;NULL
Energized Adaptive Nano Membrane II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Energized Adaptive Nano Membrane II;Datacore - Hydromagnetic Physics;2;Hydromagnetic Physics;NULL
Energized Adaptive Nano Membrane II;Datacore - Nanite Engineering;2;Nanite Engineering;NULL
Energized Magnetic Membrane II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Energized Magnetic Membrane II;Datacore - Hydromagnetic Physics;2;Hydromagnetic Physics;NULL
Energized Magnetic Membrane II;Datacore - Nanite Engineering;2;Nanite Engineering;NULL
Energized Reactive Membrane II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Energized Reactive Membrane II;Datacore - Hydromagnetic Physics;2;Hydromagnetic Physics;NULL
Energized Reactive Membrane II;Datacore - Nanite Engineering;2;Nanite Engineering;NULL
Energized Reflective Membrane II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Energized Reflective Membrane II;Datacore - Hydromagnetic Physics;2;Hydromagnetic Physics;NULL
Energized Reflective Membrane II;Datacore - Nanite Engineering;2;Nanite Engineering;NULL
Energized Regenerative Membrane II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Energized Regenerative Membrane II;Datacore - Hydromagnetic Physics;2;Hydromagnetic Physics;NULL
Energized Regenerative Membrane II;Datacore - Nanite Engineering;2;Nanite Engineering;NULL
Energized Thermic Membrane II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Energized Thermic Membrane II;Datacore - Hydromagnetic Physics;2;Hydromagnetic Physics;NULL
Energized Thermic Membrane II;Datacore - Nanite Engineering;2;Nanite Engineering;NULL
Enyo;Incognito Ship Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Enyo;Datacore - Gallentean Starship Engineering;2;Gallentean Starship Engineering;NULL
Enyo;Datacore - Mechanical Engineering;2;Mechanical Engineering;NULL
Eos;Incognito Ship Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Eos;Datacore - Gallentean Starship Engineering;16;Gallentean Starship Engineering;NULL
Eos;Datacore - Mechanical Engineering;16;Mechanical Engineering;NULL
Eris;Incognito Ship Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Eris;Datacore - Gallentean Starship Engineering;4;Gallentean Starship Engineering;NULL
Eris;Datacore - Mechanical Engineering;4;Mechanical Engineering;NULL
Expanded Cargohold II;Cryptic Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Expanded Cargohold II;Datacore - Molecular Engineering;2;Molecular Engineering;NULL
Expanded Cargohold II;Datacore - Nanite Engineering;2;Nanite Engineering;NULL
Expanded Probe Launcher II;Datacore - Rocket Science;1;Rocket Science;NULL
Expanded Probe Launcher II;Datacore - Mechanical Engineering;1;Mechanical Engineering;NULL
Expanded Probe Launcher II;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Explosion Dampening Amplifier II;Datacore - Hydromagnetic Physics;1;Hydromagnetic Physics;NULL
Explosion Dampening Amplifier II;Datacore - Quantum Physics;1;Quantum Physics;NULL
Explosion Dampening Amplifier II;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Explosion Dampening Field II;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Explosion Dampening Field II;Datacore - Hydromagnetic Physics;2;Hydromagnetic Physics;NULL
Explosion Dampening Field II;Datacore - Quantum Physics;2;Quantum Physics;NULL
Falcon;Esoteric Ship Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Falcon;Datacore - Caldari Starship Engineering;8;Caldari Starship Engineering;NULL
Falcon;Datacore - Mechanical Engineering;8;Mechanical Engineering;NULL
Flycatcher;Esoteric Ship Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Flycatcher;Datacore - Caldari Starship Engineering;4;Caldari Starship Engineering;NULL
Flycatcher;Datacore - Mechanical Engineering;4;Mechanical Engineering;NULL
Focused Medium Beam Laser II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Focused Medium Beam Laser II;Datacore - High Energy Physics;2;High Energy Physics;NULL
Focused Medium Beam Laser II;Datacore - Laser Physics;2;Laser Physics;NULL
Focused Medium Pulse Laser II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Focused Medium Pulse Laser II;Datacore - High Energy Physics;2;High Energy Physics;NULL
Focused Medium Pulse Laser II;Datacore - Laser Physics;2;Laser Physics;NULL
Garde II;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Garde II;Datacore - Electronic Engineering;3;Electronic Engineering;NULL
Garde II;Datacore - Mechanical Engineering;3;Mechanical Engineering;NULL
Gas Cloud Harvester II;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Gas Cloud Harvester II;Datacore - Laser Physics;2;Laser Physics;NULL
Gas Cloud Harvester II;Datacore - Electromagnetic Physics;2;Electromagnetic Physics;NULL
Gatling Pulse Laser II;Datacore - High Energy Physics;1;High Energy Physics;NULL
Gatling Pulse Laser II;Datacore - Laser Physics;1;Laser Physics;NULL
Gatling Pulse Laser II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Gleam L;Datacore - Hydromagnetic Physics;1;Hydromagnetic Physics;NULL
Gleam L;Datacore - Laser Physics;1;Laser Physics;NULL
Gleam L;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Gleam M;Datacore - Hydromagnetic Physics;1;Hydromagnetic Physics;NULL
Gleam M;Datacore - Laser Physics;1;Laser Physics;NULL
Gleam M;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Gleam S;Datacore - Hydromagnetic Physics;1;Hydromagnetic Physics;NULL
Gleam S;Datacore - Laser Physics;1;Laser Physics;NULL
Gleam S;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Gneiss Mining Crystal II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Gneiss Mining Crystal II;Datacore - Laser Physics;3;Laser Physics;NULL
Gneiss Mining Crystal II;Datacore - Electronic Engineering;3;Electronic Engineering;NULL
Golem;Esoteric Ship Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Golem;Datacore - Caldari Starship Engineering;32;Caldari Starship Engineering;NULL
Golem;Datacore - Mechanical Engineering;32;Mechanical Engineering;NULL
Gravimetric Backup Array II;Datacore - Electromagnetic Physics;1;Electromagnetic Physics;NULL
Gravimetric Backup Array II;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Gravimetric Backup Array II;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Guardian;Occult Ship Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Guardian;Datacore - Amarrian Starship Engineering;8;Amarrian Starship Engineering;NULL
Guardian;Datacore - Mechanical Engineering;8;Mechanical Engineering;NULL
Gyrostabilizer II;Cryptic Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Gyrostabilizer II;Datacore - Electronic Engineering;2;Electronic Engineering;NULL
Gyrostabilizer II;Datacore - Mechanical Engineering;2;Mechanical Engineering;NULL
Hail L;Datacore - Molecular Engineering;1;Molecular Engineering;NULL
Hail L;Datacore - Nuclear Physics;1;Nuclear Physics;NULL
Hail L;Cryptic Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Hail M;Datacore - Molecular Engineering;1;Molecular Engineering;NULL
Hail M;Datacore - Nuclear Physics;1;Nuclear Physics;NULL
Hail M;Cryptic Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Hail S;Datacore - Molecular Engineering;1;Molecular Engineering;NULL
Hail S;Datacore - Nuclear Physics;1;Nuclear Physics;NULL
Hail S;Cryptic Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Hammerhead II;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Hammerhead II;Datacore - Electronic Engineering;2;Electronic Engineering;NULL
Hammerhead II;Datacore - Mechanical Engineering;2;Mechanical Engineering;NULL
Harpy;Esoteric Ship Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Harpy;Datacore - Caldari Starship Engineering;2;Caldari Starship Engineering;NULL
Harpy;Datacore - Mechanical Engineering;2;Mechanical Engineering;NULL
Hawk;Esoteric Ship Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Hawk;Datacore - Caldari Starship Engineering;2;Caldari Starship Engineering;NULL
Hawk;Datacore - Mechanical Engineering;2;Mechanical Engineering;NULL
Heat Dissipation Amplifier II;Datacore - Hydromagnetic Physics;1;Hydromagnetic Physics;NULL
Heat Dissipation Amplifier II;Datacore - Quantum Physics;1;Quantum Physics;NULL
Heat Dissipation Amplifier II;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Heat Dissipation Field II;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Heat Dissipation Field II;Datacore - Hydromagnetic Physics;2;Hydromagnetic Physics;NULL
Heat Dissipation Field II;Datacore - Quantum Physics;2;Quantum Physics;NULL
Heat Sink II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Heat Sink II;Datacore - Electronic Engineering;2;Electronic Engineering;NULL
Heat Sink II;Datacore - Mechanical Engineering;2;Mechanical Engineering;NULL
Heavy Armor Maintenance Bot II;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Heavy Armor Maintenance Bot II;Datacore - Electronic Engineering;3;Electronic Engineering;NULL
Heavy Armor Maintenance Bot II;Datacore - Mechanical Engineering;3;Mechanical Engineering;NULL
Heavy Assault Missile Launcher II;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Heavy Assault Missile Launcher II;Datacore - Rocket Science;2;Rocket Science;NULL
Heavy Assault Missile Launcher II;Datacore - Mechanical Engineering;2;Mechanical Engineering;NULL
Heavy Beam Laser II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Heavy Beam Laser II;Datacore - High Energy Physics;2;High Energy Physics;NULL
Heavy Beam Laser II;Datacore - Laser Physics;2;Laser Physics;NULL
Heavy Capacitor Booster II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Heavy Capacitor Booster II;Datacore - High Energy Physics;3;High Energy Physics;NULL
Heavy Capacitor Booster II;Datacore - Quantum Physics;3;Quantum Physics;NULL
Heavy Electron Blaster II;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Heavy Electron Blaster II;Datacore - Plasma Physics;2;Plasma Physics;NULL
Heavy Electron Blaster II;Datacore - Mechanical Engineering;2;Mechanical Engineering;NULL
Heavy Energy Neutralizer II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Heavy Energy Neutralizer II;Datacore - High Energy Physics;3;High Energy Physics;NULL
Heavy Energy Neutralizer II;Datacore - Quantum Physics;3;Quantum Physics;NULL
Heavy Ion Blaster II;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Heavy Ion Blaster II;Datacore - Plasma Physics;2;Plasma Physics;NULL
Heavy Ion Blaster II;Datacore - Mechanical Engineering;2;Mechanical Engineering;NULL
Heavy Missile Launcher II;Esoteric Data Interface;1;Caldari Encryption Methods;Decryptors - Caldari
Heavy Missile Launcher II;Datacore - Rocket Science;2;Rocket Science;NULL
Heavy Missile Launcher II;Datacore - Mechanical Engineering;2;Mechanical Engineering;NULL
Heavy Neutron Blaster II;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Heavy Neutron Blaster II;Datacore - Plasma Physics;2;Plasma Physics;NULL
Heavy Neutron Blaster II;Datacore - Mechanical Engineering;2;Mechanical Engineering;NULL
Heavy Nosferatu II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Heavy Nosferatu II;Datacore - High Energy Physics;3;High Energy Physics;NULL
Heavy Nosferatu II;Datacore - Quantum Physics;3;Quantum Physics;NULL
Heavy Pulse Laser II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Heavy Pulse Laser II;Datacore - High Energy Physics;2;High Energy Physics;NULL
Heavy Pulse Laser II;Datacore - Laser Physics;2;Laser Physics;NULL
Heavy Shield Maintenance Bot II;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Heavy Shield Maintenance Bot II;Datacore - Electronic Engineering;3;Electronic Engineering;NULL
Heavy Shield Maintenance Bot II;Datacore - Mechanical Engineering;3;Mechanical Engineering;NULL
Hedbergite Mining Crystal II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Hedbergite Mining Crystal II;Datacore - Laser Physics;2;Laser Physics;NULL
Hedbergite Mining Crystal II;Datacore - Electronic Engineering;2;Electronic Engineering;NULL
Helios;Incognito Ship Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Helios;Datacore - Gallentean Starship Engineering;2;Gallentean Starship Engineering;NULL
Helios;Datacore - Mechanical Engineering;2;Mechanical Engineering;NULL
Hemorphite Mining Crystal II;Occult Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Hemorphite Mining Crystal II;Datacore - Laser Physics;2;Laser Physics;NULL
Hemorphite Mining Crystal II;Datacore - Electronic Engineering;2;Electronic Engineering;NULL
Heretic;Occult Ship Data Interface;1;Amarr Encryption Methods;Decryptors - Amarr
Heretic;Datacore - Amarrian Starship Engineering;4;Amarrian Starship Engineering;NULL
Heretic;Datacore - Mechanical Engineering;4;Mechanical Engineering;NULL
Hobgoblin II;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Hobgoblin II;Datacore - Mechanical Engineering;1;Mechanical Engineering;NULL
Hobgoblin II;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Hornet II;Datacore - Electronic Engineering;1;Electronic Engineering;NULL
Hornet II;Datacore - Mechanical Engineering;1;Mechanical Engineering;NULL
Hornet II;Incognito Data Interface;1;Gallente Encryption Methods;Decryptors - Gallente
Hound;Cryptic Ship Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
Hound;Datacore - Minmatar Starship Engineering;2;Minmatar Starship Engineering;NULL
Hound;Datacore - Mechanical Engineering;2;Mechanical Engineering;NULL
Huginn;Cryptic Ship Data Interface;1;Minmatar Encryption Methods;Decryptors - Minmatar
